can_id,can_nam,spe_id,spe_nam,ele_typ,can_off_sta,can_off_dis,can_off,can_par_aff,exp_amo,exp_dat,agg_amo,sup_opp,pur,pay,file_num,amn_ind,tra_id,ima_num,rec_dat,prev_file_num
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,IL,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4226,201511129003307168,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,IN,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4228,201511129003307169,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,KS,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4232,201511129003307170,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,KY,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4234,201511129003307170,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,LA,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4236,201511129003307171,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,MA,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4242,201511129003307172,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,MD,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4240,201511129003307172,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,ME,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4238,201511129003307171,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,MI,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4244,201511129003307173,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,MN,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4246,201511129003307173,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,MO,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4250,201511129003307174,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,MS,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4248,201511129003307174,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,MT,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4252,201511129003307175,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,NC,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4266,201511129003307178,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,ND,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4268,201511129003307179,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,NE,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4254,201511129003307175,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,NH,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4258,201511129003307176,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,NJ,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4260,201511129003307177,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,NM,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4262,201511129003307177,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,NV,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4256,201511129003307176,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,NY,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4264,201511129003307178,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,OH,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4270,201511129003307179,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,OK,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4272,201511129003307180,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,OR,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4274,201511129003307180,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,PA,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4276,201511129003307181,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,RI,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4278,201511129003307181,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4280,201511129003307182,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,00,P,Rep,"$41,214.00",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4192,201511129003307161,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SD,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4283,201511129003307182,11/12/2015,1031402
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,TN,00,P,Rep,"$13,102.08",10/13/2015,"$0.00",Support,MEDIA,RIGEL STRATEGIES LLC,1032335,A1,SE.4285,201511129003307183,11/12/2015,1031402
S6LA00227,"LANDRIEU, MARY L",C00569863,KLW Political Fund,R,LA,00,S,Dem,"$5,685.70",01/28/2015,"$41,279.45",Oppose,Digital advertising,Connectivist Media,1004163,A1,SE.4166,15970362836,04/15/2015,976131
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$2,500.00",10/28/2015,"$0.00",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1033977,N,SE.4354,201511209003541166,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$545.33",11/27/2015,"$2,928.38",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1034493,N,SE.4392,201511309004121116,11/30/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$613.22",11/20/2015,"$0.00",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1034493,N,SE.4384,201511309004121111,11/30/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$651.22",11/20/2015,"$0.00",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1034493,N,SE.4383,201511309004121111,11/30/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$1,400.13",11/21/2015,"$0.00",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1034493,N,SE.4386,201511309004121113,11/30/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$1,408.61",11/23/2015,"$1,470.95",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1034493,N,SE.4388,201511309004121114,11/30/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$1,422.75",11/26/2015,"$2,928.38",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1034493,N,SE.4391,201511309004121116,11/30/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$1,457.43",11/24/2015,"$2,928.38",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1034493,N,SE.4389,201511309004121115,11/30/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$1,458.91",11/25/2015,"$2,928.38",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1034493,N,SE.4390,201511309004121115,11/30/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$1,470.95",11/22/2015,"$1,470.95",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1034493,N,SE.4387,201511309004121114,11/30/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$0.34",11/28/2015,"$2,928.38",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1034493,N,SE.4393,201511309004121117,11/30/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$22.51",11/21/2015,"$0.00",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1034493,N,SE.4385,201511309004121113,11/30/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$2,419.92",11/18/2015,"$0.00",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1033977,N,SE.4367,201511209003541171,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$784.68",11/19/2015,"$0.00",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1033977,N,SE.4368,201511209003541172,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$199.81",10/21/2015,"$12,790.69",Support,Digital Media Production/Placement,Facebook - [Memo Item],1031070,N,SE.4145,201510239003224084,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$200.00",10/16/2015,"$12,390.88",Support,Digital Media Production/Placement,Facebook - [Memo Item],1031070,N,SE.4137,201510239003224082,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$200.00",10/20/2015,"$12,590.88",Support,Digital Media Production/Placement,Facebook - [Memo Item],1031070,N,SE.4146,201510239003224082,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$242.69",07/10/2015,"$242.69",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4231,201510239003224084,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$273.31",08/01/2015,"$7,187.31",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4238,201510239003224088,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$575.70",07/11/2015,"$818.39",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4232,201510239003224085,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$681.61",07/12/2015,"$1,500.00",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4233,201510239003224085,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$800.00",10/12/2015,"$11,390.88",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4148,201510239003224089,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$800.00",10/13/2015,"$12,190.88",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4149,201510239003224090,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$801.52",08/06/2015,"$10,590.88",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4240,201510239003224089,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$806.17",07/28/2015,"$2,306.17",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4234,201510239003224086,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$1,193.83",07/29/2015,"$3,500.00",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4235,201510239003224086,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$1,603.85",07/30/2015,"$5,103.85",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4236,201510239003224087,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$1,810.15",07/31/2015,"$6,914.00",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4237,201510239003224087,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$2,602.05",08/05/2015,"$9,789.36",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4239,201510239003224088,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$10,000.00",10/22/2015,"$36,290.69",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4151,201510239003224091,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$13,500.00",10/21/2015,"$26,290.69",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1031070,N,SE.4150,201510239003224090,10/23/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$165.09",11/20/2015,"$0.00",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1033977,N,SE.4369,201511209003541172,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$203.84",11/16/2015,"$0.00",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1033977,N,SE.4365,201511209003541170,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$206.30",10/28/2015,"$0.00",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1033977,N,SE.4362,201511209003541169,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$227.25",11/17/2015,"$0.00",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1033977,N,SE.4366,201511209003541171,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$230.06",10/19/2015,"$0.00",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1033977,N,SE.4361,201511209003541168,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$253.70",11/14/2015,"$0.00",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1033977,N,SE.4363,201511209003541169,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$300.00",10/27/2015,"$0.00",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1033977,N,SE.4353,201511209003541164,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$300.00",10/28/2015,"$0.00",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1033977,N,SE.4356,201511209003541167,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$300.00",10/29/2015,"$0.00",Support,Digital Media Placement/Production,"Rapid Response Television, LLC - [Memo Item]",1033977,N,SE.4359,201511209003541167,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$313.06",11/15/2015,"$0.00",Support,Digital Media Production/Placement,"Stripes Agency, LLC [Memo Item]",1033977,N,SE.4364,201511209003541170,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$600.00",10/27/2015,"$0.00",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1033977,N,SE.4352,201511209003541164,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$600.00",10/28/2015,"$0.00",Support,Digital Media Production/Placement,"Rapid Response Television, LLC - [Memo Item]",1033977,N,SE.4355,201511209003541166,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575423,"Keep the Promise III, Inc.",P, ,00,P,Rep,"$600.00",10/29/2015,"$0.00",Support,Digital Media Placement/Production,"Rapid Response Television, LLC - [Memo Item]",1033977,N,SE.4360,201511209003541168,11/20/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575415,Keep the Promise PAC,P,SC,00,P,Rep,"$416.76",11/30/2015,"$0.00",Support,PAC Promotional Material,Left Hand Design,1034516,N,SE.4213,201511309004121251,11/30/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575415,Keep the Promise PAC,P,SC,00,P,Rep,"$35,000.00",11/30/2015,"$0.00",Support,PAC Voter ID Program,Advantage Direct,1034516,N,SE.4212,201511309004121251,11/30/2015, 
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575415,Keep the Promise PAC,P,SC,00,P,Rep,"$2,670.53",11/30/2015,"$0.00",Support,PAC Printing,Thomas Graphics,1034516,N,SE.4214,201511309004121252,11/30/2015, 
 ,"Warren, Stewart",C00579169,Life,P,TX,00,P, ,"$500.00",06/12/2015,"$2,016.00",Support,Start-up,"Warren, Stewart",1009829,N,WFT201559633-1,15951458975,06/09/2015, 
S6FL00293,"DeSantis, Ronald",C00298000,Madison Project Inc.,P,FL,00,S,Rep,"$0.25",07/02/2015,"$8.00",Support,Online Processing Fees,Madison Project Inc.,1018183,N,SE.370774,201507279000426558,07/27/2015, 
S6FL00293,"DeSantis, Ronald",C00298000,Madison Project Inc.,P,FL,00,S,Rep,"$1.00",05/11/2015,"$1.00",Support,Online Processing Fees,Madison Project Inc.,1018183,N,SE.370752,201507279000426556,07/27/2015, 
S6FL00293,"DeSantis, Ronald",C00298000,Madison Project Inc.,P,FL,00,S,Rep,"$1.00",07/18/2015,"$9.00",Support,Online Processing Fees,Madison Project Inc.,1018183,N,SE.370780,201507279000426558,07/27/2015, 
S6FL00293,"DeSantis, Ronald",C00298000,Madison Project Inc.,P,FL,00,S,Rep,"$1.25",06/22/2015,"$6.00",Support,Online Processing Fees,Madison Project Inc.,1018183,N,SE.370764,201507279000426557,07/27/2015, 
S6FL00293,"DeSantis, Ronald",C00298000,Madison Project Inc.,P,FL,00,S,Rep,"$1.75",06/30/2015,"$7.75",Support,Online Processing Fees,Madison Project Inc.,1018183,N,SE.370768,201507279000426557,07/27/2015, 
S6FL00293,"DeSantis, Ronald",C00298000,Madison Project Inc.,P,FL,00,S,Rep,"$3.75",05/26/2015,"$4.75",Support,Online Processing Fees,Madison Project Inc.,1018183,N,SE.370759,201507279000426556,07/27/2015, 
P60006111,"Cruz, Rafael",C00298000,Madison Project Inc.,P,IA,00,P,Rep,"$17,500.00",10/23/2015,"$28,560.12",Support,Grassroots Consulting (Non-Contribution Account),Frontline Political Strategy,1031032,N,SE.376906,201510239003218758,10/23/2015, 
S6FL00293,"DeSantis, Ronald",C00298000,Madison Project Inc.,P,FL,00,S,Rep,"$3.00",07/26/2015,"$73,512.00",Support,Online Processing Fees,Madison Project Inc.,1020221,N,SE.370791,201508039000776070,08/03/2015, 
S6FL00293,"DeSantis, Ronald",C00298000,Madison Project Inc.,P,FL,00,S,Rep,"$15,000.00",07/31/2015,"$88,512.00",Support,Robocalls (Non-Contribution Account),Campaign Sidekick LLC,1020221,N,SE.370861,201508039000776070,08/03/2015, 
P60006111,"Cruz, Rafael",C00298000,Madison Project Inc.,P,IA,00,P,Rep,"$719.62",10/23/2015,"$11,060.12",Support,Pushcards (Non-Contribution Account),Frontline Political Strategy,1031032,N,SE.376905,201510239003218758,10/23/2015, 
P60006111,"Cruz, Rafael",C00298000,Madison Project Inc.,P,IA,00,P,Rep,"$4,800.00",10/22/2015,"$4,800.00",Support,Web Development (Non-Contribution Account),A3K Advertising Inc.,1031032,N,SE.376894,201510239003218757,10/23/2015, 
P60006111,"Cruz, Rafael",C00298000,Madison Project Inc.,P,IA,00,P,Rep,"$5,540.50",10/22/2015,"$10,340.50",Support,Data Purchase/Portal Setup/Phone Appends (Non-Contribution Account),Campaign Sidekick LLC,1031032,N,SE.376899,201510239003218757,10/23/2015, 
S6FL00293,"DeSantis, Ronald",C00298000,Madison Project Inc.,P,FL,00,S,Rep,"$73,500.00",07/23/2015,"$73,509.00",Support,Walk Hours/Phones (Non-Contribution Account),Silver Bullet Group Inc,1018183,N,SE.370683,201507279000426559,07/27/2015, 
 ,"Cruz, Ted",C00570739,Make DC Listen,P, ,00,P, ,"$28.00",07/18/2015,"$65,717.96",Support,Donation Processing,Make DC Listen,1023083,N,EDBBA2C9573B840AB862,201508219000926759,08/21/2015, 
 ,"Cruz, Ted",C00570739,Make DC Listen,P, ,00,P, ,"$35.00",07/04/2015,"$65,569.96",Support,Donation Processing,Make DC Listen,1023083,N,E69DC6CA4F3CE4CB4B68,201508219000926757,08/21/2015, 
 ,"Cruz, Ted",C00570739,Make DC Listen,P, ,00,P, ,"$120.00",07/11/2015,"$65,689.96",Support,Donation Processing,Make DC Listen,1023083,N,E446CB632B06C4BCC89D,201508219000926757,08/21/2015, 
 ,"Cruz, Ted",C00570739,Make DC Listen,P, ,00,P, ,"$192.25",07/25/2015,"$65,910.21",Support,Donation Processing,Make DC Listen,1023083,N,EDE40B752317A4D739C7,201508219000926759,08/21/2015, 
 ,"Cruz, Ted",C00570739,Make DC Listen,P, ,00,P, ,"$342.70",08/08/2015,"$67,774.61",Support,Donation Processing,Make DC Listen,1023083,N,E85606639987E406DB2C,201508219000926761,08/21/2015, 
 ,"Cruz, Ted",C00570739,Make DC Listen,P, ,00,P, ,"$444.70",07/31/2015,"$66,354.91",Support,Donation Processing,Make DC Listen,1023083,N,E6864B6B20BAF4FA5BE4,201508219000926760,08/21/2015, 
 ,"Cruz, Ted",C00570739,Make DC Listen,P, ,00,P, ,"$560.95",08/15/2015,"$69,249.13",Support,Donation Processing,Make DC Listen,1023083,N,E3315E491EBA9414ABEA,201508219000926762,08/21/2015, 
 ,"Cruz, Ted",C00570739,Make DC Listen,P, ,00,P, ,"$913.57",08/18/2015,"$68,688.18",Support,Bumper Sticker Printing,"Thomas Graphics, Inc.",1023083,N,E604228ECB54241F18F0,201508219000926761,08/21/2015, 
 ,"Cruz, Ted",C00570739,Make DC Listen,P, ,00,P, ,"$1,077.00",08/11/2015,"$67,431.91",Support,Email Marketing,"Mustard Seed Media, LLC",1023083,N,E5E49B175A3CE4FC9AF2,201508219000926760,08/21/2015, 
 ,"Cruz, Ted",C00570739,Make DC Listen,P, ,00,P, ,"$3,772.13", ,"$73,021.26",Support,Email Marketing,Alliance Strategy Group,1023083,N,ECED094B7D33047939FE,201508219000926762,08/21/2015, 
