"","can_id","can_nam","spe_id","spe_nam","ele_typ","can_off_sta","can_off_dis","can_off","can_par_aff","exp_amo","exp_dat","agg_amo","sup_opp","pur","pay","file_num","amn_ind","tra_id","ima_num","rec_dat","prev_file_num"
"1"," ","CARSON","C00569905","2016 COMMITTEE; THE","P"," ",0,"P"," ","$4,000.00"," ",54300,"Support","Skywalk Panels with Brochure Distribution","Media USA",1031735,"N","WFT2015104917-1",201511049003281664,"2015-11-04",NA
"2","P60008398","JINDAL","C90015439","AMERICA NEXT INC","P","IA",0,"P","Rep","$3,725.00","07/14/2015",3725,"Support","Television Ad Placement","OnMessage Inc.",1020434,"A1","F57.000001",201508059000801952,"2015-08-05",1016536
"3","P60008398","JINDAL","C90015439","AMERICA NEXT INC","P","IA",0,"P","Rep","$324,795.00","07/15/2015",328520,"Support","Television Ad Placement","OnMessage Inc.",1020434,"A1","F57.000002",201508059000801952,"2015-08-05",1016536
"4","P60008398","JINDAL","C90015439","AMERICA NEXT INC","P","IA",0,"P","Rep","$12,016.86","07/15/2015",0,"Support","Television Ad Production","OnMessage Inc.",1020434,"A1","F57.000003",201508059000801952,"2015-08-05",1016536
"5"," ","STRICKLAND","C90013285","AMERICANS FOR PROSPERITY","G","OH",0,"S"," ","$114,983.98","08/20/2015",154267.52,"Oppose","digital placement (Bruce's Story)","i360",1022915,"N","F57.000002",201508209000923200,"2015-08-20",NA
"6"," ","STRICKLAND","C90013285","AMERICANS FOR PROSPERITY","G","OH",0,"S"," ","$1,342,200.00","08/18/2015",1496467.52,"Oppose","tv placement (Bruce's Story)","i360",1022915,"N","F57.000003",201508209000923200,"2015-08-20",NA
"7"," ","STRICKLAND","C90013285","AMERICANS FOR PROSPERITY","G","OH",0,"S"," ","$54,421.02","08/18/2015",1550888.54,"Oppose","digital placement (Bruce's Story)","Facebook",1022915,"N","F57.000004",201508209000923200,"2015-08-20",NA
"8"," ","STRICKLAND","C90013285","AMERICANS FOR PROSPERITY","G","OH",0,"S"," ","$39,283.54","08/18/2015",39283.54,"Oppose","creation & production of tv/digital ad (Bruce's Story)","Sandler-Innocenzi",1022915,"N","F57.000001",201508209000923200,"2015-08-20",NA
"9","P00003392","CLINTON","C00542902","AMERICARISINGPAC.ORG","P","NV",0,"P","Dem","$9,500.00","10/13/2015",0,"Oppose","DIGITAL PRODUCTION","POOLHOUSE",1028277,"N","SE.8778",201510149002868000,"2015-10-14",NA
"10","P00003392","CLINTON","C00542902","AMERICARISINGPAC.ORG","P"," ",0,"P","Dem","$16,250.00","08/27/2015",28651.1,"Oppose","DIGITAL ADVERTISING","WERPOLITICS",1023539,"N","SE.8768",201508279001584992,"2015-08-27",NA
"11","P00003392","CLINTON","C00542902","AMERICARISINGPAC.ORG","P","NV",0,"P","Dem","$1,000.00","10/13/2015",0,"Oppose","DIGITAL ADVERTISING","TARGETED VICTORY",1028277,"N","SE.8780",201510149002868000,"2015-10-14",NA
"12","P00003392","CLINTON","C00542902","AMERICARISINGPAC.ORG","P"," ",0,"P","Dem","$2,000.00","08/14/2015",0,"Oppose","ONLINE ADVERTISING","TARGETED VICTORY",1021643,"N","SE.8765",201508169000830432,"2015-08-16",NA
"13","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$741,030.00","07/24/2015",751381.64,"Support","Media Placement - Cable (National)","Pinpoint Media LLC",1018436,"N","SE.4644",201507289000437216,"2015-07-28",NA
"14","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$358,035.00","07/21/2015",822670,"Support","Media Placement - TV/Cable","Pinpoint Media LLC",1020255,"A1","SE.4643",201508039000776480,"2015-08-03",1018436
"15","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$810.11"," ",6399.05,"Support","Digital Advertising - Twitter/Facebook","The Prosper Group Corporation",1020255,"A1","SE.4691",201508039000776480,"2015-08-03",1018436
"16","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$822.68"," ",4674.32,"Support","Digital Advertising - Twitter/Facebook","The Prosper Group Corporation",1020255,"A1","SE.4689",201508039000776480,"2015-08-03",1018436
"17","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$914.62"," ",5588.94,"Support","Digital Advertising - Twitter/Facebook","The Prosper Group Corporation",1020255,"A1","SE.4690",201508039000776480,"2015-08-03",1018436
"18","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$741,030.00","07/24/2015",755770.84,"Support","Media Placement - Cable (National)","Pinpoint Media LLC",1020255,"A1","SE.4644",201508039000776480,"2015-08-03",1018436
"19","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$267,547.50","07/28/2015",1090217.5,"Support","Media Placement - TV/Cable","Pinpoint Media LLC",1020256,"N","SE.4677",201508039000776480,"2015-08-03",NA
"20","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$8.51"," ",8196.15,"Support","Digital Advertising - Twitter/Facebook","The Prosper Group Corporation",1020256,"N","SE.4703",201508039000776512,"2015-08-03",NA
"21","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$22.17"," ",8240.84,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1020256,"N","SE.4705",201508039000776512,"2015-08-03",NA
"22","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$22.52"," ",8218.67,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1020256,"N","SE.4704",201508039000776512,"2015-08-03",NA
"23","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$194.31"," ",8187.64,"Support","Digital Advertising - Twitter/Facebook","The Prosper Group Corporation",1020256,"N","SE.4699",201508039000776512,"2015-08-03",NA
"24","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$782.50"," ",7993.33,"Support","Digital Advertising - Twitter/Facebook","The Prosper Group Corporation",1020256,"N","SE.4698",201508039000776512,"2015-08-03",NA
"25","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$811.78"," ",7210.83,"Support","Digital Advertising - Twitter/Facebook","The Prosper Group Corporation",1020256,"N","SE.4697",201508039000776512,"2015-08-03",NA
"26","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$285,030.00","07/31/2015",1040800.84,"Support","Media Placement - Cable (National)","Pinpoint Media LLC",1020256,"N","SE.4678",201508039000776480,"2015-08-03",NA
"27","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$740,172.50","09/09/2015",2501257.5,"Support","Media Buy - TV/Cable","Pinpoint Media LLC",1024956,"N","SE.4783",201509169002679264,"2015-09-16",NA
"28","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$483.22"," ",24296.36,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1024956,"N","SE.4984",201509169002679264,"2015-09-16",NA
"29","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$546.93"," ",23256.7,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1024956,"N","SE.4982",201509169002679264,"2015-09-16",NA
"30","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$556.44"," ",23813.14,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1024956,"N","SE.4983",201509169002679264,"2015-09-16",NA
"31","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$727.98"," ",22709.77,"Support","Digital Advertising - Facebook/Google/Twitter","The Prosper Group Corporation",1024956,"N","SE.4981",201509169002679264,"2015-09-16",NA
"32","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$749.65"," ",21981.79,"Support","Digital Advertising - Facebook/Google/Twitter","The Prosper Group Corporation",1024956,"N","SE.4980",201509169002679264,"2015-09-16",NA
"33","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$911.43"," ",21232.14,"Support","Digital Advertising - Facebook/Google/Twitter","The Prosper Group Corporation",1024956,"N","SE.4979",201509169002679264,"2015-09-16",NA
"34","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$772.30","11/02/2015",2188031.7,"Support","Digital Advertising - Twitter","The Prosper Group Corporation",1034584,"N","SE.5768",201512019004123360,"2015-12-01",NA
"35","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$776.96","11/02/2015",2188808.66,"Support","Digital Advertising - Twitter","The Prosper Group Corporation",1034584,"N","SE.5769",201512019004123360,"2015-12-01",NA
"36","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$859.20","11/02/2015",2194931.4,"Support","Digital Advertising - Twitter","The Prosper Group Corporation",1034584,"N","SE.5704",201512019004123360,"2015-12-01",NA
"37","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$862.20","11/02/2015",2195793.6,"Support","Digital Advertising - Twitter","The Prosper Group Corporation",1034584,"N","SE.5705",201512019004123360,"2015-12-01",NA
"38","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$868.06","11/02/2015",2190444.69,"Support","Digital Advertising - Twitter","The Prosper Group Corporation",1034584,"N","SE.5698",201512019004123328,"2015-12-01",NA
"39","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$882.94","11/02/2015",2194072.2,"Support","Digital Advertising - Twitter","The Prosper Group Corporation",1034584,"N","SE.5703",201512019004123328,"2015-12-01",NA
"40","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$909.02","11/02/2015",2193189.26,"Support","Digital Advertising - Twitter","The Prosper Group Corporation",1034584,"N","SE.5702",201512019004123328,"2015-12-01",NA
"41","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$916.79","11/02/2015",2192280.24,"Support","Digital Advertising - Twitter","The Prosper Group Corporation",1034584,"N","SE.5701",201512019004123328,"2015-12-01",NA
"42","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$918.76","11/02/2015",2191363.45,"Support","Digital Advertising - Twitter","The Prosper Group Corporation",1034584,"N","SE.5700",201512019004123328,"2015-12-01",NA
"43","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$1,725.00","09/09/2015",2502982.5,"Support","Video Production - Shipping","Chatham Light Media LLC",1024429,"N","SE.4790",201509109001633216,"2015-09-10",NA
"44","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$15,950.00","09/09/2015",2518932.5,"Support","Video Production","Chatham Light Media LLC",1024429,"N","SE.4792",201509109001633216,"2015-09-10",NA
"45","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$687.93"," ",14258.91,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1024429,"N","SE.4804",201509109001633216,"2015-09-10",NA
"46","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$849.90"," ",17681.69,"Support","Digital Advertising - Facebook/Google/Twitter","The Prosper Group Corporation",1024429,"N","SE.4808",201509109001633216,"2015-09-10",NA
"47","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$852.99"," ",15978.12,"Support","Digital Advertising - Facebook/Google/Twitter","The Prosper Group Corporation",1024429,"N","SE.4806",201509109001633216,"2015-09-10",NA
"48","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$853.67"," ",16831.79,"Support","Digital Advertising - Facebook/Google/Twitter","The Prosper Group Corporation",1024429,"N","SE.4807",201509109001633216,"2015-09-10",NA
"49","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$855.74"," ",18537.43,"Support","Digital Advertising - Facebook/Google/Twitter","The Prosper Group Corporation",1024429,"N","SE.4809",201509109001633216,"2015-09-10",NA
"50","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$857.69"," ",19395.12,"Support","Digital Advertising - Facebook/Google/Twitter","The Prosper Group Corporation",1024429,"N","SE.4810",201509109001633216,"2015-09-10",NA
"51","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$866.22"," ",15125.13,"Support","Digital Advertising - Facebook/Google/Twitter","The Prosper Group Corporation",1024429,"N","SE.4805",201509109001633216,"2015-09-10",NA
"52","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$925.59"," ",20320.71,"Support","Digital Advertising - Facebook/Google/Twitter","The Prosper Group Corporation",1024429,"N","SE.4811",201509109001633216,"2015-09-10",NA
"53","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$8.63"," ",4267.15,"Support","Online Advertising: Facebook","The Prosper Group Corporation",1013262,"N","SE.4619",201507109000079840,"2015-07-10",NA
"54","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$30.80"," ",4258.52,"Support","Online Advertising: Facebook","The Prosper Group Corporation",1013262,"N","SE.4618",201507109000079840,"2015-07-10",NA
"55","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$312.21"," ",4227.72,"Support","Online Advertising: Facebook/Twitter","The Prosper Group Corporation",1013262,"N","SE.4617",201507109000079840,"2015-07-10",NA
"56","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$415.51"," ",3915.51,"Support","Online Advertising: Facebook/Twitter","The Prosper Group Corporation",1013262,"N","SE.4616",201507109000079840,"2015-07-10",NA
"57","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$3,500.00"," ",3500,"Support","Video Production","Chatham Light Media LLC",1013262,"N","SE.4611",201507109000079840,"2015-07-10",NA
"58","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$6,500.00","07/07/2015",10767.15,"Support","Video Production","Chatham Light Media LLC",1013262,"N","SE.4609",201507109000079840,"2015-07-10",NA
"59","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$1,945.00","09/01/2015",1761085,"Support","Video Production - Shipping","Chatham Light Media LLC",1023977,"N","SE.4764",201509029001589888,"2015-09-02",NA
"60","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$668,922.50","08/28/2015",1759140,"Support","Media Buy - TV/Cable","Pinpoint Media LLC",1023977,"N","SE.4762",201509029001589888,"2015-09-02",NA
"61","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$311.02"," ",13044.84,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1023977,"N","SE.4773",201509029001589888,"2015-09-02",NA
"62","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$393.26"," ",11914.26,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1023977,"N","SE.4770",201509029001589888,"2015-09-02",NA
"63","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$401.62"," ",12733.82,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1023977,"N","SE.4772",201509029001589888,"2015-09-02",NA
"64","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$417.94"," ",12332.2,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1023977,"N","SE.4771",201509029001589888,"2015-09-02",NA
"65","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$495.00","09/02/2015",2164630.98,"Support","Digital Ad Production","Chatham Light Media LLC",1023977,"N","SE.4776",201509029001589888,"2015-09-02",NA
"66","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$526.14"," ",13570.98,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1023977,"N","SE.4774",201509029001589888,"2015-09-02",NA
"67","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$152,000.00","08/28/2015",2163810.98,"Support","Media Buy - Digital","Pinpoint Media LLC",1023977,"N","SE.4763",201509029001589888,"2015-09-02",NA
"68","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$15,400.00","07/17/2015",464635,"Support","Video Production","Chatham Light Media LLC",1017221,"N","SE.4635",201507219000352960,"2015-07-21",NA
"69","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$449,235.00","07/15/2015",449235,"Support","Media Placement - TV/Cable/Digital","Pinpoint Media LLC",1017221,"N","SE.4636",201507219000352960,"2015-07-21",NA
"70","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$1.91"," ",11521,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1023615,"N","SE.4755",201508289001585856,"2015-08-28",NA
"71","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$11.92"," ",11519.09,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1023615,"N","SE.4754",201508289001585856,"2015-08-28",NA
"72","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$15.99"," ",8512.89,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1023615,"N","SE.4734",201508289001585856,"2015-08-28",NA
"73","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$89.29"," ",8602.18,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1023615,"N","SE.4735",201508289001585856,"2015-08-28",NA
"74","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$224.17"," ",11507.17,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1023615,"N","SE.4751",201508289001585856,"2015-08-28",NA
"75","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$241.48"," ",9272.88,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1023615,"N","SE.4737",201508289001585856,"2015-08-28",NA
"76","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$256.06"," ",8496.9,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1023615,"N","SE.4733",201508289001585856,"2015-08-28",NA
"77","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$325.00"," ",11846,"Support","Video Production - Shipping","Chatham Light Media LLC",1023615,"N","SE.4757",201508289001585856,"2015-08-28",NA
"78","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$345.30"," ",11283,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1023615,"N","SE.4750",201508289001585856,"2015-08-28",NA
"79","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$364.49"," ",10554.96,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1023615,"N","SE.4748",201508289001585856,"2015-08-28",NA
"80","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$382.74"," ",10937.7,"Support","Digital Advertising - Facebook/Google/Twitter","The Prosper Group Corporation",1023615,"N","SE.4749",201508289001585856,"2015-08-28",NA
"81","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$429.22"," ",9031.4,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1023615,"N","SE.4736",201508289001585856,"2015-08-28",NA
"82","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$429.80"," ",10190.47,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1023615,"N","SE.4747",201508289001585856,"2015-08-28",NA
"83","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$487.79"," ",9760.67,"Support","Digital Advertising - Facebook/Google","The Prosper Group Corporation",1023615,"N","SE.4746",201508289001585856,"2015-08-28",NA
"84","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$15,620.00","08/26/2015",2010086,"Support","Video Production","Chatham Light Media LLC",1023615,"N","SE.4723",201508289001585856,"2015-08-28",NA
"85","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$950,060.00","08/24/2015",1994466,"Support","Media Buy - Cable (National)","Pinpoint Media LLC",1023615,"N","SE.4725",201508289001585856,"2015-08-28",NA
"86","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$358,035.00","07/21/2015",822670,"Support","Media Placement - TV/Cable","Pinpoint Media LLC",1018436,"N","SE.4643",201507289000437216,"2015-07-28",NA
"87","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$133.84","11/02/2015",13049.52,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5659",201512019004123328,"2015-12-01",NA
"88","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$134.93","11/02/2015",13184.45,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5665",201512019004123328,"2015-12-01",NA
"89","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$145.80","11/02/2015",13330.25,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5667",201512019004123328,"2015-12-01",NA
"90","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$179.26","11/18/2015",82284.73,"Support","Digital Advertising - Twitter","The Prosper Group Corporation",1034584,"N","SE.5655",201512019004123360,"2015-12-01",NA
"91","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$219.81","11/02/2015",13819.26,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5686",201512019004123328,"2015-12-01",NA
"92","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$336.00","11/18/2015",82105.47,"Support","Digital Advertising - Twitter","The Prosper Group Corporation",1034584,"N","SE.5652",201512019004123360,"2015-12-01",NA
"93","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$452.86","11/18/2015",83953.06,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5731",201512019004123360,"2015-12-01",NA
"94","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$596.95","11/18/2015",82961.52,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5632",201512019004123360,"2015-12-01",NA
"95","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$612.37","11/18/2015",85823.08,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5741",201512019004123360,"2015-12-01",NA
"96","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$620.49","11/18/2015",85210.71,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5737",201512019004123360,"2015-12-01",NA
"97","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$635.45","11/18/2015",87104.96,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5749",201512019004123360,"2015-12-01",NA
"98","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$637.16","11/18/2015",84590.22,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5733",201512019004123360,"2015-12-01",NA
"99","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$641.86","11/18/2015",88397.42,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5758",201512019004123360,"2015-12-01",NA
"100","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$646.43","11/18/2015",86469.51,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5745",201512019004123360,"2015-12-01",NA
"101","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$650.60","11/18/2015",87755.56,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5753",201512019004123360,"2015-12-01",NA
"102","P60008521","CHRISTIE","C00573055","America Leads","P","IA",0,"P","Rep","$660.23","11/18/2015",89057.65,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5762",201512019004123360,"2015-12-01",NA
"103","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$15.27","11/02/2015",5332641.45,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5678",201512019004123328,"2015-12-01",NA
"104","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$23.42","11/18/2015",5933248.13,"Support","Digital Advertising - Twitter","The Prosper Group Corporation",1034584,"N","SE.5650",201512019004123360,"2015-12-01",NA
"105","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$67.25","11/18/2015",5940603.56,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5767",201512019004123360,"2015-12-01",NA
"106","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$79.84","11/18/2015",5933843.23,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5631",201512019004123360,"2015-12-01",NA
"107","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$100.31","11/10/2015",5472492.92,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5635",201512019004123360,"2015-12-01",NA
"108","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$120.79","11/02/2015",5332626.18,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5674",201512019004123328,"2015-12-01",NA
"109","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$133.14","11/02/2015",5332774.59,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5685",201512019004123328,"2015-12-01",NA
"110","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$133.84","11/02/2015",5332224.66,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5660",201512019004123328,"2015-12-01",NA
"111","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$134.93","11/02/2015",5332359.59,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5666",201512019004123328,"2015-12-01",NA
"112","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$145.80","11/02/2015",5332505.39,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1034584,"N","SE.5668",201512019004123328,"2015-12-01",NA
"113","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$179.26","11/18/2015",5933763.39,"Support","Digital Advertising - Twitter","The Prosper Group Corporation",1034584,"N","SE.5656",201512019004123360,"2015-12-01",NA
"114","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$897.21"," ",20121.42,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1030614,"N","SE.5201",201510209003169152,"2015-10-20",NA
"115","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$930.99"," ",18372.05,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1030614,"N","SE.5199",201510209003169152,"2015-10-20",NA
"116","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$1,006.64"," ",21128.06,"Support","Digital Advertising - Facebook","The Prosper Group Corporation",1030614,"N","SE.5202",201510209003169152,"2015-10-20",NA
"117","P60008521","CHRISTIE","C00573055","America Leads","P","NH",0,"P","Rep","$534,141.25","10/13/2015",4298034.31,"Support","Media Buy - TV/Cable","Pinpoint Media LLC",1030614,"N","SE.5198",201510209003169152,"2015-10-20",NA
"118","P60008521","CHRISTIE","C00573055","America Leads","P"," ",0,"P","Rep","$34.48"," ",27562.38,"Support","Digital Advertising - Google","The Prosper Group Corporation",1030614,"N","SE.5208",201510209003169152,"2015-10-20",NA
